Granularity,Start date,End date,Business ID,Business name,Store ID,Store name,Merchant supplied store ID,Channel,Fulfillment type,Is DashPass,Customer type,Currency,Total orders/deliveries (including cancelled),Total cancelled orders/deliveries,Gross sales,AOV
Day of 2025-01-08,2025-01-08,2025-01-08,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,5,0,83.15,16.63
Day of 2025-01-08,2025-01-08,2025-01-08,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,10,0,169.22,16.92
Day of 2025-01-08,2025-01-08,2025-01-08,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,4,0,66.60,16.65
Day of 2025-01-08,2025-01-08,2025-01-08,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,unknown,USD,1,1,9.89,9.89
Day of 2025-01-08,2025-01-08,2025-01-08,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,13,0,176.96,13.61
Day of 2025-01-08,2025-01-08,2025-01-08,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,19,0,385.82,20.31
Day of 2025-01-08,2025-01-08,2025-01-08,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,35,0,771.93,22.06
Day of 2025-01-08,2025-01-08,2025-01-08,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,44.35,22.18
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,15,0,204.77,13.65
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,15,0,273.74,18.25
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,2,0,29.62,14.81
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,28.66,14.33
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,17,0,295.40,17.38
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,1,0,31.14,31.14
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,4,0,74.31,18.58
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,17,0,406.64,23.92
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,8,1,203.82,25.48
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,2,0,39.04,19.52
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,8,0,114.91,14.36
Day of 2025-01-09,2025-01-09,2025-01-09,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,3,0,41.94,13.98
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,24,0,546.61,22.78
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,15,0,270.27,18.02
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,2,0,34.13,17.07
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,14,0,354.30,25.31
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,8,0,98.70,12.34
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,12,0,189.17,15.76
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,8,0,168.32,21.04
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,23,0,535.04,23.26
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,6,0,91.02,15.17
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,14,0,214.87,15.35
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,19,0,345.35,18.18
Day of 2025-01-10,2025-01-10,2025-01-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,7,0,165.86,23.69
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,20,0,480.37,24.02
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,13,0,220.37,16.95
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,15,0,312.68,20.85
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,8,0,129.06,16.13
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,36,0,768.36,21.34
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,3,0,69.27,23.09
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,1,0,32.26,32.26
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,11,0,200.58,18.23
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,11,0,238.70,21.70
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,6,0,115.29,19.22
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,14,0,157.91,11.28
Day of 2025-01-11,2025-01-11,2025-01-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,18,0,287.11,15.95
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,10,0,150.63,15.06
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,4,0,84.93,21.23
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,2,0,71.34,35.67
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,8,0,146.13,18.27
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,5,0,84.87,16.97
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,19,0,372.86,19.62
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,20,0,454.75,22.74
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,unknown,USD,2,2,15.38,7.69
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,6,0,96.01,16.00
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,5,0,90.10,18.02
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,7,0,127.80,18.26
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,7,0,147.30,21.04
Day of 2025-01-12,2025-01-12,2025-01-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,22,0,527.57,23.98
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,12,1,178.43,14.87
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,14,0,208.60,14.90
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,2,0,43.99,22.00
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,55.48,18.49
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,2,0,33.54,16.77
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,1,0,11.49,11.49
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,6,0,76.38,12.73
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,14,0,371.29,26.52
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,25.53,12.77
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,2,0,41.26,20.63
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,26,0,609.51,23.44
Day of 2025-01-13,2025-01-13,2025-01-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,10,0,144.93,14.49
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,15,1,274.16,18.28
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,7,0,76.73,10.96
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,30,0,606.41,20.21
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,15,0,312.47,20.83
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,24.41,12.21
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,2,0,31.16,15.58
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,58.28,19.43
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,10,0,185.69,18.57
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,3,0,58.59,19.53
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,1,0,16.46,16.46
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,4,0,64.67,16.17
Day of 2025-01-14,2025-01-14,2025-01-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,24,0,481.96,20.08
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,1,0,34.04,34.04
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,23,0,522.81,22.73
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,2,0,33.94,16.97
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,4,0,47.38,11.85
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,4,0,36.25,9.06
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,4,0,57.11,14.28
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,19,0,277.85,14.62
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,8,0,148.83,18.60
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,14,0,267.97,19.14
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,1,0,21.76,21.76
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,17,0,368.65,21.69
Day of 2025-01-15,2025-01-15,2025-01-15,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,3,0,60.38,20.13
Day of 2025-01-16,2025-01-16,2025-01-16,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,19,0,320.88,16.89
Day of 2025-01-16,2025-01-16,2025-01-16,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,12,0,179.62,14.97
Day of 2025-01-16,2025-01-16,2025-01-16,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,13,0,246.20,18.94
Day of 2025-01-16,2025-01-16,2025-01-16,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,4,0,63.69,15.92
Day of 2025-01-16,2025-01-16,2025-01-16,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,4,0,114.20,28.55
Day of 2025-01-16,2025-01-16,2025-01-16,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,43.38,14.46
Day of 2025-01-16,2025-01-16,2025-01-16,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,8,0,126.24,15.78
Day of 2025-01-16,2025-01-16,2025-01-16,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,7,0,128.82,18.40
Day of 2025-01-16,2025-01-16,2025-01-16,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,15,1,197.70,13.18
Day of 2025-01-16,2025-01-16,2025-01-16,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,6,0,73.07,12.18
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,2,0,42.83,21.42
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,27,0,638.06,23.63
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,18,0,304.85,16.94
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,11,0,263.60,23.96
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,9,0,133.16,14.80
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,7,0,128.83,18.40
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,17,0,280.10,16.48
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,19,0,281.51,14.82
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,54.28,18.09
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,18,0,332.16,18.45
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,3,0,39.31,13.10
Day of 2025-01-17,2025-01-17,2025-01-17,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,5,0,73.12,14.62
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,3,0,70.68,23.56
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,16,0,224.41,14.03
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,unknown,USD,1,1,5.78,5.78
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,4,0,79.94,19.99
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,16,0,361.28,22.58
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,20,0,433.27,21.66
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,4,0,109.28,27.32
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,19,0,335.06,17.63
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,7,0,89.72,12.82
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,17,0,332.43,19.55
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,9,0,182.86,20.32
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,4,0,73.09,18.27
Day of 2025-01-18,2025-01-18,2025-01-18,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,16,1,270.09,16.88
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,27,1,594.96,22.04
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,10,0,202.08,20.21
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,6,0,89.72,14.95
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,30,0,638.01,21.27
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,17,0,307.27,18.07
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,21,0,418.52,19.93
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,14,0,264.88,18.92
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,8,0,182.41,22.80
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,8,0,165.03,20.63
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,9,0,161.38,17.93
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,2,0,46.50,23.25
Day of 2025-01-19,2025-01-19,2025-01-19,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,6,0,137.19,22.87
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,9,0,202.83,22.54
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,10,0,213.16,21.32
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,15,0,297.91,19.86
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,20,0,291.48,14.57
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,5,1,74.14,14.83
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,2,0,33.70,16.85
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,3,0,73.98,24.66
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,30,0,712.65,23.76
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,1,0,17.67,17.67
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,20,0,429.18,21.46
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,3,0,63.40,21.13
Day of 2025-01-20,2025-01-20,2025-01-20,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,6,0,70.37,11.73
Day of 2025-01-21,2025-01-21,2025-01-21,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,15,0,301.51,20.10
Day of 2025-01-21,2025-01-21,2025-01-21,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,3,0,32.15,10.72
