Start date,End date,Business ID,Business name,Store ID,Store name,Channel,Item name,Popular item,Currency,Gross sales,Discounts,Total sold,Total item errors,Total error charges
2025-01-03,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Sausage Burrito,1,USD,3037.78,204.53,1172,18,70.00
2025-01-01,2026-06-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,2 Sausage Burrito Meal,0,USD,3020.36,235.94,334,18,86.00
2025-01-02,2026-06-03,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Minute Maid® Orange Juice,1,USD,3018.36,237.53,744,14,32.30
2025-01-05,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Hotcakes and Sausage,0,USD,2985.75,220.76,421,13,72.63
2025-01-02,2025-07-28,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Sausage & Egg McMuffin®,1,USD,2937.44,157.08,621,11,56.05
2025-01-01,2026-05-29,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Classic Big Mac® Pack ,0,USD,2891.28,243.23,115,7,85.25
2025-01-01,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Spicy McCrispy™ Meal,0,USD,2878.78,266.49,229,8,51.06
2025-01-01,2026-06-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,OREO® McFlurry®,0,USD,2835.23,246.47,714,85,333.92
2025-01-01,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Filet-O-Fish®,0,USD,2825.74,329.21,481,11,65.06
2025-01-01,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Hotcakes,1,USD,2807.43,168.14,607,9,37.66
2025-01-01,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Coke®,0,USD,2758.76,346.41,1334,24,43.04
2025-01-12,2026-06-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Deluxe McCrispy™ Meal,0,USD,2753.91,234.78,212,8,60.54
2025-01-01,2026-06-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,"Bacon, Egg & Cheese McGriddles® Meal",0,USD,2751.88,140.19,296,22,91.70
2025-01-02,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Minute Maid® Orange Juice,1,USD,2731.78,222.62,722,18,59.25
2025-01-03,2026-05-31,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Sausage McMuffin®,1,USD,2722.05,166.91,743,8,26.75
2025-01-08,2026-06-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Strawberry & Crème Pie,0,USD,2711.10,241.06,800,57,170.22
2025-01-01,2025-07-28,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Sausage & Egg McMuffin®,1,USD,2706.35,168.97,565,3,20.26
2025-04-30,2026-05-22,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,4 Piece McCrispy™ Strips Meal,0,USD,2698.30,151.27,210,5,31.89
2025-01-01,2025-07-27,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Sausage & Egg McMuffin®,1,USD,2696.52,119.44,562,7,34.15
2025-01-12,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Sausage McGriddles®,1,USD,2688.87,168.76,599,14,62.87
2025-01-01,2026-05-31,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,6 pc. Chicken McNuggets® Meal,0,USD,2673.98,79.66,292,20,89.38
2025-01-01,2026-05-30,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,2 Sausage Burrito Meal,0,USD,2606.97,204.28,284,9,58.54
2025-01-02,2026-06-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Apple Pie,0,USD,2580.04,254.62,866,46,126.38
2025-01-03,2026-06-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Double Quarter Pounder® with Cheese,0,USD,2561.32,320.03,291,11,77.67
2025-01-02,2026-05-31,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Cheeseburger,0,USD,2560.87,244.99,754,8,37.83
2025-01-01,2026-06-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Sausage McGriddles®,0,USD,2560.17,148.24,513,13,53.37
2025-01-02,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Mocha Frappé,0,USD,2554.55,214.46,458,20,79.32
2025-01-01,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Bacon Quarter Pounder® with Cheese Meal,0,USD,2554.40,238.36,197,12,74.52
2025-01-02,2026-05-29,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Deluxe McCrispy™ Meal,0,USD,2518.02,261.46,193,4,17.40
2025-01-03,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,2 Cookies,0,USD,2516.77,249.45,743,13,38.02
2025-01-03,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,6 pc. Chicken McNuggets®,0,USD,2500.08,285.88,652,17,54.75
2025-01-05,2026-05-05,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Double Quarter Pounder® with Cheese Deluxe Meal,0,USD,2477.04,129.07,170,4,31.13
2025-01-01,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Sprite®,0,USD,2476.64,323.43,1216,19,25.97
2025-04-30,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,4 Piece McCrispy™ Strips Meal,0,USD,2474.12,165.62,198,6,40.64
2025-01-01,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Cheeseburger,0,USD,2464.53,228.07,746,22,90.92
2025-01-02,2026-06-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,6 pc. Chicken McNuggets®,0,USD,2456.65,236.07,625,7,20.11
2025-01-01,2026-06-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Sausage McMuffin®,1,USD,2451.64,140.12,669,9,27.60
2025-01-01,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,OREO® McFlurry®,0,USD,2399.90,246.70,612,68,243.27
2025-01-01,2025-09-16,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Bacon McDouble® Meal,0,USD,2396.56,218.75,302,19,71.62
2025-01-01,2026-05-30,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Deluxe Spicy McCrispy™ Meal,0,USD,2376.36,153.63,177,8,65.46
2025-01-01,2026-05-30,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Quarter Pounder® with Cheese,0,USD,2369.32,252.89,347,5,26.84
2025-01-01,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Hi-C® Orange,0,USD,2349.65,285.44,1155,19,42.79
2026-02-27,2026-05-30,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,BIG ARCH™ Meal,0,USD,2333.27,246.38,150,8,55.48
2025-01-10,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Bacon Egg Cheese Bagel Meal,0,USD,2307.80,168.18,217,18,99.21
2025-01-03,2026-05-29,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,20 pc. Chicken McNuggets® & Basket of Fries,0,USD,2296.89,152.11,141,8,58.12
2025-01-04,2026-04-16,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,40 pc. Chicken McNuggets®,0,USD,2276.14,106.13,146,7,77.49
2025-01-03,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,"Bacon, Egg & Cheese McGriddles®",0,USD,2260.45,201.64,409,5,34.12
2025-01-01,2025-05-04,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,10 pc. Chicken McNuggets®,1,USD,2240.26,529.03,374,7,32.32
2025-01-01,2026-05-31,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Sausage McGriddles®,0,USD,2239.25,154.00,444,1,4.65
2025-01-13,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Strawberry & Crème Pie,0,USD,2168.99,243.77,621,27,104.85
2025-01-01,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,"Bacon, Egg & Cheese McGriddles®",0,USD,2159.24,218.65,442,2,7.10
2025-01-01,2026-05-30,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,McCrispy™ Meal,0,USD,2127.32,196.18,170,7,43.37
2025-07-10,2026-05-29,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,2 Ranch Snack Wrap® Meal,0,USD,2126.80,153.31,174,13,65.71
2025-01-02,2026-05-26,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,2 Sausage Burrito Meal,0,USD,2109.81,163.57,231,6,33.76
2025-01-01,2026-06-01,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Hamburger Happy Meal®,0,USD,2066.44,164.48,324,4,15.84
2026-02-25,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,BIG ARCH™ Meal,0,USD,2052.20,267.86,126,6,52.68
2025-01-08,2026-05-28,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,M&M® McFlurry®,0,USD,2049.45,191.53,484,82,288.57
2025-01-03,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Chicken McGriddles®,0,USD,2042.86,150.54,460,6,17.22
2025-01-05,2026-06-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Hotcakes,0,USD,2033.26,175.70,424,10,35.10
2025-01-01,2026-06-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,13 Cookie Tote,0,USD,2020.95,153.74,275,6,34.91
2025-01-01,2026-06-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Dr Pepper®,0,USD,2013.93,198.58,957,8,8.98
2025-01-03,2026-05-28,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Chocolate Shake,0,USD,1979.89,205.59,407,50,220.91
2025-01-02,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Double Quarter Pounder® with Cheese,0,USD,1975.62,276.63,219,8,94.97
2025-01-01,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,6 pc. Chicken McNuggets® Meal,0,USD,1974.93,111.22,217,17,56.34
2025-01-01,2025-06-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,2 Cheeseburger Meal,1,USD,1970.74,278.15,188,9,44.89
2025-01-03,2026-05-25,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Deluxe Spicy McCrispy™ Meal,0,USD,1966.61,199.68,152,6,57.72
2025-01-01,2026-05-30,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Daily Double®,0,USD,1963.28,252.45,444,7,15.03
2025-01-04,2026-05-30,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Basket of Fries,0,USD,1941.30,232.58,270,5,30.92
2025-01-04,2026-04-27,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,40 pc. Chicken McNuggets® & 2 Large Fries,0,USD,1939.63,64.62,77,5,65.17
2025-01-03,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,40 pc. Chicken McNuggets®,0,USD,1917.57,180.98,123,4,33.49
2025-01-01,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,"Bacon, Egg & Cheese McGriddles® Meal",0,USD,1910.90,156.53,200,17,76.94
2025-01-03,2026-05-23,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Vanilla Shake,0,USD,1907.64,167.04,404,48,201.10
2025-01-05,2026-06-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Strawberry Banana Smoothie,0,USD,1883.44,138.99,430,20,53.81
2025-01-01,2025-09-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Double Bacon Quarter Pounder® with Cheese Meal,0,USD,1849.78,149.03,123,6,40.66
2025-01-03,2026-05-23,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,McCrispy™,0,USD,1845.85,249.93,242,9,53.37
2025-07-10,2026-06-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Ranch Snack Wrap®,0,USD,1845.80,200.59,470,15,55.85
2025-01-01,2025-09-15,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Bacon McDouble® Meal,0,USD,1843.46,171.89,237,7,24.83
2025-01-01,2025-09-22,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Bacon McDouble® Meal,0,USD,1839.74,219.34,228,11,58.73
2025-01-06,2026-05-28,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,40 pc. Chicken McNuggets® & 2 Large Fries,0,USD,1838.87,167.89,73,5,64.43
2025-01-12,2026-06-01,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Bacon Quarter Pounder® with Cheese Meal,0,USD,1806.48,157.73,139,3,18.29
2025-01-03,2026-05-30,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,McCrispy™,0,USD,1801.06,349.42,238,2,12.90
2025-01-01,2025-05-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,McChicken®,1,USD,1798.41,128.91,592,8,14.07
2025-01-01,2026-06-01,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Hotcakes,0,USD,1797.12,188.89,318,4,19.44
2025-01-02,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Sausage Egg Biscuit,0,USD,1792.14,123.03,346,3,18.22
2025-01-01,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Sausage Biscuit,0,USD,1779.19,123.68,454,14,50.37
2025-01-01,2026-06-01,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Minute Maid® Orange Juice,1,USD,1778.21,178.52,479,5,17.22
2025-01-09,2026-05-28,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Sausage McMuffin® Meal,0,USD,1777.15,114.72,213,11,28.02
2025-01-17,2026-05-26,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Bacon Egg Cheese Bagel Meal,0,USD,1712.61,127.65,160,7,53.74
2025-01-03,2026-05-30,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Bacon Egg Cheese Bagel Meal,0,USD,1678.99,111.14,156,10,51.59
2025-01-01,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Dr Pepper®,0,USD,1673.24,225.15,816,11,19.73
2025-01-02,2026-06-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Hotcakes and Sausage,0,USD,1669.98,122.65,251,0,0.00
2025-01-03,2026-05-30,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Bacon McDouble®,0,USD,1648.87,145.43,338,3,26.18
2025-01-01,2026-05-29,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Filet-O-Fish®,0,USD,1640.89,137.02,269,4,26.05
2025-01-21,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Double Filet-O-Fish® Meal,0,USD,1593.77,157.11,123,4,28.24
2025-01-02,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Apple Pie,0,USD,1574.57,177.07,513,31,90.10
2025-01-01,2026-05-29,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Filet-O-Fish® Meal,0,USD,1565.99,109.15,139,5,26.20
2025-01-02,2026-05-31,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,4 pc. Chicken McNugget® Happy Meal®,0,USD,1561.34,94.26,236,7,37.87
2025-01-01,2026-05-31,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Bacon Egg Cheese Bagel,0,USD,1555.29,114.57,242,2,16.49
2025-01-11,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Strawberry Banana Smoothie,0,USD,1541.16,155.59,372,13,47.30
2025-01-14,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Quarter Pounder® with Cheese Deluxe Meal,0,USD,1519.98,146.51,123,5,35.90
2025-01-02,2026-05-22,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Quarter Pounder® with Cheese Deluxe Meal,0,USD,1517.59,98.41,123,3,14.41
2025-01-01,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Sausage Egg Biscuit Meal,0,USD,1486.39,92.60,150,6,8.69
2025-01-01,2026-06-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Daily Double®,0,USD,1480.91,99.97,335,11,49.61
2025-01-01,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,6 pc. Chicken McNuggets® Meal,0,USD,1413.05,104.57,155,5,16.48
2025-07-10,2026-06-01,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,2 Ranch Snack Wrap® Meal,0,USD,1390.59,62.17,117,5,18.24
2025-01-09,2025-07-28,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Double Bacon Quarter Pounder® with Cheese Meal,0,USD,1374.51,38.52,92,4,35.31
2025-01-01,2026-06-01,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,"Bacon, Egg & Cheese McGriddles®",0,USD,1369.23,111.15,259,5,24.67
2025-01-01,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Bacon Egg Cheese Biscuit,0,USD,1368.73,106.16,270,4,15.57
2025-01-02,2026-05-22,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Chicken McGriddles®,0,USD,1368.57,85.00,286,7,35.45
2025-01-01,2026-05-26,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Coke®,0,USD,1355.30,136.93,640,8,16.70
2025-01-03,2026-06-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Southern Style Sweet Tea,0,USD,1342.03,124.99,497,16,40.09
2025-01-02,2026-05-27,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Sausage Egg Biscuit Meal,0,USD,1337.03,96.76,141,11,63.23
2025-01-01,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Vanilla Shake,0,USD,1334.58,177.90,278,39,173.81
2025-01-03,2026-05-24,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Bacon McDouble®,0,USD,1327.67,126.72,252,6,25.83
2025-01-29,2026-06-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Chicken Pack,0,USD,1308.62,109.92,38,6,72.07
2025-01-05,2026-05-29,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,"Steak, Egg & Cheese McMuffin® Meal",0,USD,1301.31,71.17,138,12,61.12
2025-01-01,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Double Filet-O-Fish®,0,USD,1298.75,116.06,166,10,55.09
2025-02-04,2026-04-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Shamrock Shake®,0,USD,1285.10,106.04,255,30,147.62
2025-01-04,2026-05-31,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Deluxe McCrispy™ Meal,0,USD,1267.07,57.20,96,4,35.86
2025-04-29,2026-05-19,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,4 Piece McCrispy™ Strips,0,USD,1256.30,121.43,170,9,54.81
2025-01-12,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Sausage Biscuit,0,USD,1255.64,110.27,311,3,11.55
2025-01-03,2026-06-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,2 Cookies,0,USD,1245.02,94.56,358,10,24.77
2025-03-07,2026-06-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Hot 'N Spicy McChicken®,0,USD,1236.88,59.56,388,4,9.13
2025-01-01,2025-05-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,McDouble®,1,USD,1236.55,90.21,333,7,28.80
2025-01-01,2026-05-30,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Quarter Pounder® with Cheese,0,USD,1236.00,67.33,192,3,18.38
2025-01-11,2026-05-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,40 pc. Chicken McNuggets® & 2 Large Fries,0,USD,1234.31,89.05,49,5,77.26
2025-01-01,2026-05-25,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Hamburger,0,USD,1216.95,108.33,450,8,22.95
2025-01-04,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Sausage Egg Cheese Bagel Meal,0,USD,1211.74,53.27,116,9,59.16
2025-01-01,2026-05-26,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Sausage Biscuit,0,USD,1208.87,67.53,309,3,14.59
2025-01-02,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Chocolate Shake,0,USD,1199.60,111.79,248,31,133.81
2025-01-06,2026-05-29,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,"Steak, Egg & Cheese McMuffin® Meal",0,USD,1198.81,88.56,124,8,30.74
2025-01-06,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Quarter Pounder® with Cheese,0,USD,1197.56,100.27,178,5,18.34
2025-01-04,2026-06-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Bacon Egg Cheese Bagel,0,USD,1196.65,78.49,187,5,19.97
2025-07-10,2026-05-21,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,2 Ranch Snack Wrap® Meal,0,USD,1190.00,82.89,100,6,35.59
2025-01-10,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Egg McMuffin®,0,USD,1185.82,105.00,243,2,8.07
2025-01-01,2026-05-29,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Sausage McMuffin® Meal,0,USD,1183.51,71.36,144,3,11.01
2025-01-03,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Big Breakfast®,0,USD,1173.77,79.55,179,9,56.50
2025-01-02,2026-05-31,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Sausage Egg Cheese Bagel Meal,0,USD,1153.59,51.21,114,7,29.90
2025-01-04,2026-05-23,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Bacon Egg Cheese Biscuit Meal,0,USD,1150.03,67.90,126,4,21.12
2025-01-05,2026-05-29,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,McCrispy™ Meal,0,USD,1144.26,109.83,91,4,27.20
2025-01-01,2025-09-21,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Double Bacon Quarter Pounder® with Cheese Meal,0,USD,1121.10,58.05,75,7,48.46
2025-01-01,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,4 pc. Chicken McNuggets®,0,USD,1097.33,87.56,367,11,26.93
2025-01-02,2026-05-31,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Caramel Sundae,0,USD,1094.41,108.88,291,36,137.93
2025-01-02,2026-05-06,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Deluxe Spicy McCrispy™ Meal,0,USD,1092.77,93.72,83,4,24.89
2025-01-10,2026-06-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Strawberry & Crème Pie,0,USD,1075.75,98.66,315,24,71.12
2025-01-10,2026-06-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),Marketplace,Chicken McGriddles® Meal,0,USD,1069.84,72.36,117,2,4.56
2025-01-02,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Strawberry Shake,0,USD,1067.81,112.05,224,15,58.54
2025-01-03,2026-05-30,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Big Breakfast®,0,USD,1065.96,71.43,161,6,32.07
2025-01-01,2026-06-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Chicken McGriddles®,0,USD,1063.84,78.97,226,4,12.49
2025-01-07,2026-05-30,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Double Filet-O-Fish®,0,USD,1049.46,72.41,130,4,28.38
2025-01-22,2026-06-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Chicken Pack,0,USD,1049.45,92.97,31,2,36.20
2025-01-05,2026-05-30,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Bacon Egg Cheese Biscuit,0,USD,1043.02,93.40,207,2,5.31
2025-03-06,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Hot 'N Spicy McChicken®,0,USD,1032.36,77.80,332,5,10.21
2025-01-13,2026-05-31,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Sausage Egg Biscuit Meal,0,USD,1026.58,35.51,92,4,19.44
2025-01-26,2026-05-29,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),Marketplace,Egg McMuffin®,0,USD,1008.70,70.48,208,1,12.70
2025-01-27,2026-06-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Sausage Egg Cheese Bagel,0,USD,1008.21,28.27,161,5,22.88
2025-01-08,2026-05-31,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),Marketplace,Big Breakfast®,0,USD,1008.19,85.14,155,10,28.46
