Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,This is the amount collected for the container deposit fee set in the catalog/menu,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Tax Adjustment on Marketplace Facilitator Tax for this order,Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Container Deposit Fee,Other payments description,Other payments,Marketplace Facilitator Tax Adjustment,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
McDonald's® (Western & Summit),3206,#3300F,7ce71ea9-55ca-4638-9e6d-60c11ca3300f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/3/2025,3:15 PM,Uber One member,36.23,2.54,38.77,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,32.36,-4.84,16,0,0,0,0,0,0,0,0,0,,0,0,-2.12,0,25.4,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#0EF42,5202e6e3-2cf5-4016-919a-bb474020ef42,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,5/3/2025,5:15 PM,Non-member,31.96,2.24,34.2,0,0,0,0,0,0,0,0,0,0,0,0,34.2,-4.47,14,0,0,0,0,0,0,0,0,0,,0,0,-2.24,0,27.49,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#65DB2,b8a51b8d-a395-4167-91bf-653cd1f65db2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/3/2025,5:23 PM,Non-member,14.19,0.99,15.18,0,0,0,0,0,0,0,0,0,0,0,0,15.18,-1.99,14,0,0,0,0,0,0,0,0,0,,0,0,-0.99,0,12.2,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#EC1B3,a351615b-1c77-4656-941f-a9020ffec1b3,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/3/2025,7:32 PM,Uber One member,15.67,1.1,16.77,0,0,0,0,0,0,0,0,0,0,0,0,16.77,-2.51,16,0,0,0,0,0,0,0,0,0,,0,0,-1.1,0,13.16,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#DCD21,eadc4d10-e4ba-49db-a655-ff064ebdcd21,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/3/2025,9:39 PM,Non-member,11.29,0.79,12.08,0,0,0,0,0,0,0,0,0,0,0,0,12.08,-1.58,14,0,0,0,0,0,0,0,0,0,,0,0,-0.79,0,9.71,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#4F572,abf2d756-44fb-4c53-8608-4484b424f572,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/3/2025,10:20 PM,Uber One member,20.37,1.42,21.79,0,0,0,0,0,0,0,0,0,0,0,0,21.79,-3.26,16,0,0,0,0,0,0,0,0,0,,0,0,-1.42,0,17.11,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#6A7F9,25768da1-4f63-4398-8476-2c301c66a7f9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/3/2025,10:19 PM,Non-member,35.79,2.5,38.29,0,0,0,0,0,0,0,0,0,0,0,0,38.29,-5.01,14,0,0,0,0,0,0,0,0,0,,0,0,-2.5,0,30.78,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#CFE8D,6675119c-7f3a-4c1a-8f06-5b452cfcfe8d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/3/2025,10:55 PM,Non-member,11.29,0.79,12.08,0,0,0,0,0,0,0,0,0,0,0,0,12.08,-1.58,14,0,0,0,0,0,0,0,0,0,,0,0,-0.79,0,9.71,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#1E8DB,df1b503a-d304-48d6-acb4-11f2c531e8db,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/3/2025,11:46 PM,Non-member,25.19,1.76,26.95,0,0,0,0,0,0,0,0,0,0,0,0,26.95,-3.53,14,0,0,0,0,0,0,0,0,0,,0,0,-1.76,0,21.66,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#367C0,2e22575e-d815-4b00-81de-a6b88ef367c0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/4/2025,12:23 AM,Uber One member,16.47,1.15,17.62,0,0,0,0,0,0,0,0,0,0,0,0,17.62,-2.64,16,0,0,0,0,0,0,0,0,0,,0,0,-1.15,0,13.83,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#03F08,415fbc74-34a0-4285-9b02-334beb603f08,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/4/2025,5:31 AM,Uber One member,5.68,0.4,6.08,0,0,0,0,0,0,0,0,0,0,0,0,6.08,-0.91,16,0,0,0,0,0,0,0,0,0,,0,0,-0.4,0,4.77,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#EABCE,b74a0e38-b1f8-4bc8-9b98-963578ceabce,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/4/2025,9:16 AM,Uber One member,12.48,0.87,13.35,0,0,0,0,0,0,0,0,0,0,0,0,13.35,-2,16,0,0,0,0,0,0,0,0,0,,0,0,-0.87,0,10.48,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#53A7E,112bbf72-16b6-4d84-b24f-b1dc93b53a7e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/4/2025,9:43 AM,Uber One member,28.05,1.96,30.01,0,0,0,0,0,0,0,0,0,0,0,0,30.01,-4.49,16,0,0,0,0,0,0,0,0,0,,0,0,-1.96,0,23.56,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#F372F,e6f855fa-80b4-430b-bfbd-3ad363ef372f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/4/2025,6:18 PM,Uber One member,27.35,1.92,29.27,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,22.86,-3.42,16,0,0,0,0,0,0,0,0,0,,0,0,-1.5,0,17.94,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#39645,1dd851f4-d6a3-4702-93e8-3402dfc39645,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/4/2025,7:22 PM,Uber One member,25.95,1.82,27.77,0,0,0,0,0,0,0,0,0,0,0,0,27.77,-4.15,16,0,0,0,0,0,0,0,0,0,,0,0,-1.82,0,21.8,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#A1F0E,9121ed10-7a6d-47dd-bc61-2853e02a1f0e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/4/2025,9:54 PM,Uber One member,15.36,1.08,16.44,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,10.03,-1.5,16,0,0,0,0,0,0,0,0,0,,0,0,-0.66,0,7.87,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#D59D2,4c27fea2-6688-4868-8f24-7b33f8ed59d2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/5/2025,9:38 AM,Non-member,19.26,1.35,20.61,0,0,0,0,0,0,0,0,0,0,0,0,20.61,-2.7,14,0,0,0,0,0,0,0,0,0,,0,0,-1.35,0,16.56,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#4020D,4a2cf5f6-2b14-4b12-9e87-25ac7a74020d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/5/2025,2:13 PM,Uber One member,16.76,1.17,17.93,0,0,0,0,0,0,0,0,0,0,0,0,17.93,-2.68,16,0,0,0,0,0,0,0,0,0,,0,0,-1.17,0,14.08,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#E2C40,49e528e6-187f-4cb1-a8d9-88e5772e2c40,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/5/2025,9:08 PM,Uber One member,20.84,1.45,22.29,0,0,0,0,0,0,0,0,0,0,0,0,22.29,-3.33,16,0,0,0,0,0,0,0,0,0,,0,0,-1.45,0,17.51,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#5AB42,c76321f5-d1f0-4daf-9d93-147bbfe5ab42,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/6/2025,10:15 AM,Non-member,8.49,0.59,9.08,0,0,0,0,0,0,0,0,0,0,0,0,9.08,-1.19,14,0,0,0,0,0,0,0,0,0,,0,0,-0.59,0,7.3,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#1258D,92db9920-aa74-4959-8b7d-17e8c7e1258d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/6/2025,6:11 PM,Uber One member,25.63,1.79,27.42,0,0,0,0,0,0,0,0,0,0,0,0,27.42,-4.1,16,0,0,0,0,0,0,0,0,0,,0,0,-1.79,0,21.53,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#57B5F,e59a5231-71c0-4a96-996a-44e527157b5f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/6/2025,8:42 PM,Uber One member,25.22,1.77,26.99,0,0,0,0,0,0,0,0,0,0,0,0,26.99,-4.04,16,0,0,0,0,0,0,0,0,0,,0,0,-1.77,0,21.18,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#57B5F,e59a5231-71c0-4a96-996a-44e527157b5f,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,5/6/2025,8:42 PM,Uber One member,0,0,0,-13.16,-0.92,-14.08,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.92,0,-13.16,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#57B5F,e59a5231-71c0-4a96-996a-44e527157b5f,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,5/6/2025,8:42 PM,Uber One member,0,0,0,13.16,0,13.16,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,13.16,5/19/2025,0,0,,X2L8OU542DRKCPW
McDonald's® (Western & Summit),3206,#04461,e90ca763-e652-46c1-8be3-e2ead3f04461,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/6/2025,11:30 PM,Non-member,3.18,0.22,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,-0.45,14,0,0,0,0,0,0,0,0,0,,0,0,-0.22,0,2.73,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#E7005,39f3b7b7-7cb6-44fa-b5ed-d8975bbe7005,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/7/2025,7:02 AM,Non-member,10.09,0.7,10.79,0,0,0,0,0,0,0,0,0,0,0,0,10.79,-1.41,14,0,0,0,0,0,0,0,0,0,,0,0,-0.7,0,8.68,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#1947E,e9f16b18-0b68-4eda-85a1-334d8a41947e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/7/2025,2:12 PM,Uber One member,15.83,1.11,16.94,0,0,0,0,0,0,0,0,0,0,0,0,16.94,-2.53,16,0,0,0,0,0,0,0,0,0,,0,0,-1.11,0,13.3,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#AAAA6,52bf5fb6-e920-447d-b66a-bdb1105aaaa6,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/7/2025,7:12 PM,Uber One member,17.57,1.22,18.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,-2.81,16,0,0,0,0,0,0,0,0,0,,0,0,-1.22,0,14.76,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#E0F59,9b2ea833-1c0f-4abd-bf66-d7fd0a9e0f59,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/8/2025,7:37 AM,Non-member,17.66,1.24,18.9,0,0,0,0,0,0,0,0,0,0,0,0,18.9,-2.47,14,0,0,0,0,0,0,0,0,0,,0,0,-1.24,0,15.19,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#FD740,c08c64ad-283b-4a9c-a7f5-32541ddfd740,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/8/2025,9:15 AM,Uber One member,18.96,1.32,20.28,0,0,0,0,0,-5.01,-0.32,0,0,0,0,0,15.27,-2.28,16,0,0,0,0,0,0,0,0,0,,0,0,-1,0,11.99,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#6A1EE,b9f56431-236b-4f35-a6aa-c5769eb6a1ee,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/8/2025,12:09 PM,Non-member,21.67,1.51,23.18,0,0,0,0,0,0,0,0,0,0,0,0,23.18,-3.03,14,0,0,0,0,0,0,0,0,0,,0,0,-1.51,0,18.64,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#1844A,6a9f116c-1d21-4b8d-9e67-68d53691844a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/8/2025,12:18 PM,Non-member,16.58,1.16,17.74,0,0,0,0,0,0,0,0,0,0,0,0,17.74,-2.32,14,0,0,0,0,0,0,0,0,0,,0,0,-1.16,0,14.26,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#25A14,e673257b-add6-4fb4-941f-e613b0b25a14,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/8/2025,12:15 PM,Non-member,37.84,2.65,40.49,0,0,0,0,0,0,0,0,0,0,0,0,40.49,-5.3,14,0,0,0,0,0,0,0,0,0,,0,0,-2.65,0,32.54,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#FF6F9,84371a57-f830-4eb5-9a2a-f094962ff6f9,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/8/2025,8:00 PM,Uber One member,36.34,2.55,38.89,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,34.94,-5.22,16,0,0,0,0,0,0,0,0,0,,0,0,-2.29,0,27.43,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#D56AC,967417dc-3705-4f64-a2b9-6ab0e85d56ac,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/8/2025,11:37 PM,Non-member,22.58,1.58,24.16,0,0,0,0,0,0,0,0,0,0,0,0,24.16,-3.16,14,0,0,0,0,0,0,0,0,0,,0,0,-1.58,0,19.42,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#11941,e53d8683-c20f-4981-857a-0f399f711941,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/8/2025,11:50 PM,Non-member,13.08,0.91,13.99,0,0,0,0,0,0,0,0,0,0,0,0,13.99,-1.83,14,0,0,0,0,0,0,0,0,0,,0,0,-0.91,0,11.25,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#09223,a063be9c-8ac2-4d8a-87bb-78517bd09223,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/9/2025,12:18 AM,Uber One member,22.88,1.6,24.48,0,0,0,0,0,0,0,0,0,0,0,0,24.48,-3.66,16,0,0,0,0,0,0,0,0,0,,0,0,-1.6,0,19.22,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#09223,a063be9c-8ac2-4d8a-87bb-78517bd09223,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,5/9/2025,12:18 AM,Uber One member,0,0,0,-22.88,-1.6,-24.48,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1.6,0,-22.88,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#09223,a063be9c-8ac2-4d8a-87bb-78517bd09223,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,5/9/2025,12:18 AM,Uber One member,0,0,0,22.88,0,22.88,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,22.88,5/19/2025,0,0,,X2L8OU542DRKCPW
McDonald's® (Western & Summit),3206,#6E48A,d6506103-7d47-4bff-a5c0-efab3006e48a,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/9/2025,7:22 AM,Uber One member,21.35,1.5,22.85,0,0,0,0,0,0,0,0,0,0,0,0,22.85,-3.42,16,0,0,0,0,0,0,0,0,0,,0,0,-1.5,0,17.93,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#44ED1,e0248c10-39c2-4347-a15b-614f1bd44ed1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/9/2025,12:19 PM,Non-member,34.17,2.39,36.56,0,0,0,0,0,0,0,0,0,0,0,0,36.56,-4.78,14,0,0,0,0,0,0,0,0,0,,0,0,-2.39,0,29.39,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#2A656,9c02682c-4829-4eaa-ba90-f83ece22a656,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/9/2025,1:14 PM,Non-member,30.46,2.13,32.59,0,0,0,0,0,0,0,0,0,0,0,0,32.59,-4.26,14,0,0,0,0,0,0,0,0,0,,0,0,-2.13,0,26.2,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#36E27,1d948d4b-6969-424a-b7cb-57b80ef36e27,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/9/2025,3:26 PM,Uber One member,14.85,1.03,15.88,0,0,0,0,0,0,0,0,0,0,0,0,15.88,-2.38,16,0,0,0,0,0,0,0,0,0,,0,0,-1.03,0,12.47,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#45E2F,c68e4c77-5ccf-45d2-aec9-869abfd45e2f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/9/2025,9:39 PM,Non-member,19.42,1.36,20.78,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,16.83,-2.2,14,0,0,0,0,0,0,0,0,0,,0,0,-1.1,0,13.53,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#6AC67,524459f3-1cd7-4c89-8405-4830e6e6ac67,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/9/2025,11:43 PM,Uber One member,27.88,1.95,29.83,0,0,0,0,0,0,0,0,0,0,0,0,29.83,-4.46,16,0,0,0,0,0,0,0,0,0,,0,0,-1.95,0,23.42,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#B4F64,f7b49db7-173c-445d-b214-de891b6b4f64,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/9/2025,11:54 PM,Non-member,17.18,1.2,18.38,0,0,0,0,0,0,0,0,0,0,0,0,18.38,-2.41,14,0,0,0,0,0,0,0,0,0,,0,0,-1.2,0,14.77,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#40D08,e15520df-40a4-4f89-b534-c970f1340d08,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/10/2025,12:27 AM,Uber One member,23.16,1.62,24.78,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,20.83,-3.12,16,0,0,0,0,0,0,0,0,0,,0,0,-1.36,0,16.35,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#401E0,822d6387-a44c-4606-aac8-6a9af41401e0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/10/2025,8:43 AM,Uber One member,16.24,1.14,17.38,0,0,0,0,0,0,0,0,0,0,0,0,17.38,-2.6,16,0,0,0,0,0,0,0,0,0,,0,0,-1.14,0,13.64,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#0B7F1,7333184a-9427-43e5-895c-1343cc50b7f1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/10/2025,10:18 AM,Uber One member,20.94,1.47,22.41,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,17.39,-2.6,16,0,0,0,0,0,0,0,0,0,,0,0,-1.14,0,13.65,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#3B6C2,1d2b4838-defe-4cd4-a06a-24134f23b6c2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/10/2025,11:47 AM,Uber One member,15.15,1.06,16.21,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,12.26,-1.83,16,0,0,0,0,0,0,0,0,0,,0,0,-0.8,0,9.63,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#05B9D,1cf35148-235d-44a4-877f-6655f6205b9d,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/10/2025,2:27 PM,Non-member,15.58,1.09,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,-2.18,14,0,0,0,0,0,0,0,0,0,,0,0,-1.09,0,13.4,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#05B9D,1cf35148-235d-44a4-877f-6655f6205b9d,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,5/10/2025,2:27 PM,Non-member,0,0,0,-3.59,-0.25,-3.84,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.25,0,-3.59,5/19/2025,0,0,,X2L8OU542DRKCPW
McDonald's® (Western & Summit),3206,#C4032,99bd2a45-55ff-405e-825b-dfe0914c4032,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/10/2025,3:26 PM,Non-member,13.98,0.98,14.96,0,0,0,0,0,0,0,0,0,0,0,0,14.96,-1.96,14,0,0,0,0,0,0,0,0,0,,0,0,-0.98,0,12.02,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#A213D,55759280-3fac-4a47-a7fb-2ba694ca213d,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/10/2025,5:39 PM,Uber One member,29.35,2.06,31.41,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,27.46,-4.11,16,0,0,0,0,0,0,0,0,0,,0,0,-1.8,0,21.55,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#59CF9,cdd14b71-fa98-4df5-8a20-fe7dde759cf9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/10/2025,8:14 PM,Non-member,14.19,0.99,15.18,0,0,0,0,0,0,0,0,0,0,0,0,15.18,-1.99,14,0,0,0,0,0,0,0,0,0,,0,0,-0.99,0,12.2,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#C7F1F,e330a560-f179-45d3-b81f-090169ac7f1f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/10/2025,9:42 PM,Non-member,16.58,1.16,17.74,0,0,0,0,0,0,0,0,0,0,0,0,17.74,-2.32,14,0,0,0,0,0,0,0,0,0,,0,0,-1.16,0,14.26,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#A3E8C,79cfed4c-56f3-4f60-b130-7a51889a3e8c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/10/2025,10:16 PM,Uber One member,9.39,0.66,10.05,0,0,0,0,0,0,0,0,0,0,0,0,10.05,-1.5,16,0,0,0,0,0,0,0,0,0,,0,0,-0.66,0,7.89,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#C50E7,c4cba011-d3ec-4a47-88c8-9023f25c50e7,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/10/2025,10:05 PM,Non-member,12.49,0.87,13.36,0,0,0,0,0,0,0,0,0,0,0,0,13.36,-1.75,14,0,0,0,0,0,0,0,0,0,,0,0,-0.87,0,10.74,5/12/2025,0,0,,PDMG75HVFPX36S4
