Business ID,Business name,Store ID,Store name,Merchant store ID,Payout date,Currency,Channel,Subtotal,Subtotal tax passed to merchant,Commission,Payment processing fee,Marketing fees | (including any applicable taxes),Customer discounts from marketing | (funded by you),Customer discounts from marketing | (funded by DoorDash),Customer discounts from marketing | (funded by a third-party),DoorDash marketing credit,Third-party contribution,Marketing fees (for historical reference only) | (all discounts and fees),Marketing fee tax (for historical reference only) | (taxes on any applicable marketing fees),Ad fee (for historical reference only),Ad fee tax (for historical reference only),Error charges,Adjustments,Net total,Subtotal for tax,Subtotal tax remitted by DoorDash to tax authorities,DoorDash funded subtotal discount amount | (for historical reference only),Merchant funded subtotal discount amount | (for historical reference only),Payout ID,Payout status
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-11-24,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.26,54.26,0.00,0.00,0.00,0.00,532253998,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-11-17,USD,Marketplace,10779.97,0.00,-1283.95,0.00,-612.57,-2416.58,-7.48,0.00,7.48,0.00,-2657.15,0.00,-372.00,0.00,-456.68,40.30,6050.49,8355.91,-584.84,7.48,2448.34,530459765,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-11-17,USD,Storefront,72.46,0.00,0.00,-4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.38,72.46,-5.07,0.00,0.00,530459765,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-11-17,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.38,58.38,0.00,0.00,0.00,0.00,530459765,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-11-10,USD,Marketplace,11634.37,0.00,-1387.17,0.00,-664.41,-2658.69,-49.30,0.00,49.30,0.00,-2915.10,0.00,-408.00,0.00,-366.77,98.15,6655.48,8945.24,-626.12,49.30,2658.69,528675563,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-11-10,USD,Storefront,42.19,0.00,0.00,-2.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.60,42.19,-2.95,0.00,0.00,528675563,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-11-10,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.03,65.03,0.00,0.00,0.00,0.00,528675563,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-11-03,USD,Marketplace,12990.22,0.00,-1525.98,0.00,-790.08,-2987.32,-107.77,0.00,107.77,0.00,-3276.40,0.00,-501.00,0.00,-426.74,65.10,7325.20,9911.13,-693.75,107.77,2987.32,526869738,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-11-03,USD,Storefront,15.47,0.00,0.00,-1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.44,15.47,-1.08,0.00,0.00,526869738,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-11-03,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.82,59.82,0.00,0.00,0.00,0.00,526869738,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-27,USD,Marketplace,11925.00,0.00,-1449.47,0.00,-458.15,-2509.07,-112.74,0.00,112.74,0.00,-2748.65,0.00,-218.57,0.00,-432.86,213.08,7288.53,9306.18,-651.55,112.74,2509.07,525093521,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-27,USD,Storefront,38.44,0.00,0.00,-1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.47,38.44,-2.69,0.00,0.00,525093521,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-27,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.55,49.55,0.00,0.00,0.00,0.00,525093521,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-20,USD,Marketplace,9890.58,0.00,-1163.04,0.00,-229.68,-2260.81,-61.09,0.00,61.09,0.00,-2490.49,0.00,0.00,0.00,-372.58,96.16,5960.63,7584.64,-530.86,61.09,2260.81,523331183,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-20,USD,Storefront,20.18,0.00,0.00,-1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.88,20.18,-1.41,0.00,0.00,523331183,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-20,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.82,42.82,0.00,0.00,0.00,0.00,523331183,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-13,USD,Marketplace,8564.81,0.00,-1079.56,0.00,-213.84,-1400.62,-23.05,0.00,23.05,0.00,-1614.46,0.00,0.00,0.00,-243.50,0.00,5627.29,7147.12,-500.34,23.05,1400.62,521551900,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-13,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.95,42.95,0.00,0.00,0.00,0.00,521551900,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-06,USD,Marketplace,8530.39,0.00,-1110.85,0.00,-168.60,-1176.58,-48.31,0.00,48.31,0.00,-1315.18,0.00,-30.00,0.00,-263.52,104.58,5915.42,7311.73,-511.63,48.31,1176.58,519777582,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-06,USD,Storefront,60.10,0.00,0.00,-3.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.27,60.10,-4.21,0.00,0.00,519777582,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-10-06,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.67,40.67,0.00,0.00,0.00,0.00,519777582,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-29,USD,Marketplace,8102.69,0.00,-1006.18,0.00,-444.90,-1009.68,-62.06,0.00,62.06,0.00,-1118.58,0.00,-336.00,0.00,-383.32,181.57,5440.18,7045.91,-493.18,62.06,1009.68,517989603,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-29,USD,Storefront,31.17,0.00,0.00,-2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.93,31.17,-2.18,0.00,0.00,517989603,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-29,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.49,45.49,0.00,0.00,0.00,0.00,517989603,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-22,USD,Marketplace,9097.31,0.00,-1115.60,0.00,-464.42,-1217.78,-106.34,0.00,106.34,0.00,-1358.20,0.00,-324.00,0.00,-338.35,115.42,6076.58,7784.16,-544.82,106.34,1217.78,516207627,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-22,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.75,43.75,0.00,0.00,0.00,0.00,516207627,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-15,USD,Marketplace,8715.97,0.00,-1101.08,0.00,-426.18,-937.04,-64.77,0.00,76.77,0.00,-1018.22,0.00,-345.00,0.00,-200.17,118.77,6182.27,7720.64,-540.44,64.77,937.04,514419751,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-15,USD,Storefront,34.55,0.00,0.00,-2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.22,34.55,-2.42,0.00,0.00,514419751,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-15,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.01,49.01,0.00,0.00,0.00,0.00,514419751,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-08,USD,Marketplace,9770.28,0.00,-1286.04,0.00,-500.88,-740.78,-74.28,-11.26,74.28,11.26,-752.66,0.00,-489.00,0.00,-295.47,0.00,6947.11,8968.18,-627.67,85.54,752.76,512657520,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-08,USD,Storefront,32.64,0.00,0.00,-1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.92,32.64,-2.28,0.00,0.00,512657520,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-08,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.17,40.17,0.00,0.00,0.00,0.00,512657520,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-01,USD,Marketplace,7997.23,0.00,-1021.44,0.00,-387.38,-849.20,-65.35,-5.71,65.35,5.71,-862.07,0.00,-374.51,0.00,-219.84,128.13,5647.50,7094.64,-496.53,71.06,1041.82,510902422,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-01,USD,Storefront,36.76,0.00,0.00,-2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.31,36.76,-2.57,0.00,0.00,510902422,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-09-01,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.24,37.24,0.00,0.00,0.00,0.00,510902422,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-08-25,USD,Marketplace,7447.84,0.00,-934.92,0.00,0.00,-863.71,-56.29,0.00,56.29,0.00,-863.71,0.00,0.00,0.00,-203.46,69.02,5514.77,6531.72,-457.17,56.29,863.71,509124278,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-08-25,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.01,37.01,0.00,0.00,0.00,0.00,509124278,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-08-18,USD,Marketplace,7353.14,0.00,-927.87,0.00,0.00,-836.21,-94.75,-38.50,94.75,38.50,-836.21,0.00,0.00,0.00,-184.12,84.40,5489.34,6430.16,-450.10,133.25,836.21,507359327,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-08-18,USD,Storefront,49.69,0.00,0.00,-2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.80,49.69,-3.48,0.00,0.00,507359327,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-08-18,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.79,28.79,0.00,0.00,0.00,0.00,507359327,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-08-11,USD,Marketplace,5757.77,0.00,-802.36,0.00,0.00,-149.75,-51.33,-11.83,51.33,11.83,-149.75,0.00,0.00,0.00,-135.73,92.46,4762.39,5575.13,-390.23,63.16,149.75,505610317,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-08-11,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.56,39.56,0.00,0.00,0.00,0.00,505610317,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-08-04,USD,Marketplace,7912.46,0.00,-1084.54,0.00,-50.15,-322.25,-141.00,-8.99,191.15,8.99,-322.25,0.00,-50.15,0.00,-219.46,16.11,6302.32,7464.66,-522.49,149.99,322.25,503850389,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-08-04,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.91,32.91,0.00,0.00,0.00,0.00,503850389,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-07-28,USD,Marketplace,6581.63,0.00,-880.73,0.00,0.00,-410.82,-57.67,0.00,57.67,0.00,-410.82,0.00,0.00,0.00,-167.04,123.45,5246.49,6127.20,-428.92,57.67,410.82,502067867,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-07-28,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.06,38.06,0.00,0.00,0.00,0.00,502067867,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-07-21,USD,Marketplace,7611.79,0.00,-1041.47,0.00,0.00,-345.04,-95.93,0.00,95.93,0.00,-345.04,0.00,0.00,0.00,-227.32,55.86,6053.82,7185.28,-502.93,95.93,345.04,500274787,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-07-21,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.31,34.31,0.00,0.00,0.00,0.00,500274787,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-07-14,USD,Marketplace,6862.90,0.00,-912.95,0.00,0.00,-491.71,-104.65,0.00,104.65,0.00,-491.71,0.00,0.00,0.00,-163.44,88.15,5382.95,6276.83,-439.36,104.65,491.71,498492309,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-07-14,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.84,35.84,0.00,0.00,0.00,0.00,498492309,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-07-07,USD,Marketplace,7168.05,0.00,-964.29,0.00,0.00,-459.46,-229.73,0.00,229.73,0.00,-459.46,0.00,0.00,0.00,-292.33,50.20,5502.17,6512.76,-455.90,229.73,480.64,496704550,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-07-07,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.26,35.26,0.00,0.00,0.00,0.00,496704550,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-06-30,USD,Marketplace,7052.60,0.00,-965.60,0.00,0.00,-263.56,-198.27,-14.83,198.27,14.83,-263.56,0.00,0.00,0.00,-134.46,18.05,5707.03,6611.72,-462.79,213.10,263.56,494941166,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-06-30,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.51,28.51,0.00,0.00,0.00,0.00,494941166,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-06-23,USD,Marketplace,5701.64,0.00,-776.50,0.00,0.00,-245.59,-56.54,0.00,56.54,0.00,-245.59,0.00,0.00,0.00,-136.87,153.99,4696.67,5416.18,-378.40,56.54,245.59,493179442,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-06-23,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.47,28.47,0.00,0.00,0.00,0.00,493179442,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-06-16,USD,Marketplace,5694.62,0.00,-763.94,0.00,0.00,-344.62,-48.95,0.00,48.95,0.00,-344.62,0.00,0.00,0.00,-224.98,0.00,4361.08,5304.04,-371.37,48.95,344.62,491419431,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-06-16,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.14,27.14,0.00,0.00,0.00,0.00,491419431,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-06-09,USD,Marketplace,5428.94,0.00,-736.57,0.00,0.00,-228.95,-45.50,-7.39,45.50,7.39,-228.95,0.00,0.00,0.00,-233.31,199.91,4430.02,5161.47,-361.30,52.89,228.95,489668949,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-06-09,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.12,32.12,0.00,0.00,0.00,0.00,489668949,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-06-02,USD,Marketplace,6424.04,0.00,-910.11,0.00,0.00,-107.82,-124.08,0.00,124.08,0.00,-107.82,0.00,0.00,0.00,-207.35,19.35,5218.11,6205.11,-434.38,124.08,107.82,487909075,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-06-02,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.75,84.75,0.00,0.00,0.00,0.00,487909075,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-05-26,USD,Marketplace,6731.17,0.00,-910.58,0.00,0.00,-316.46,-108.41,-7.10,108.41,7.10,-316.46,0.00,0.00,0.00,-189.78,5.24,5319.59,6317.28,-442.27,115.51,316.46,486132659,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-05-26,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.29,36.29,0.00,0.00,0.00,0.00,486132659,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-05-19,USD,Marketplace,7257.24,0.00,-1024.08,0.00,0.00,-89.85,-204.86,0.00,204.86,0.00,-89.85,0.00,0.00,0.00,-285.83,162.69,6020.17,6980.48,-488.55,204.86,89.85,484360535,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-05-19,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.72,43.72,0.00,0.00,0.00,0.00,484360535,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-05-12,USD,Marketplace,8743.81,0.00,-1221.67,0.00,0.00,-147.55,-191.12,0.00,191.12,0.00,-147.55,0.00,0.00,0.00,-296.31,111.01,7189.29,8421.59,-589.45,191.12,147.55,482610456,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-05-12,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.57,34.57,0.00,0.00,0.00,0.00,482610456,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-05-05,USD,Marketplace,6913.67,0.00,-960.92,0.00,0.00,-188.06,-114.78,0.00,114.78,0.00,-188.06,0.00,0.00,0.00,-224.20,33.94,5574.43,6628.29,-463.97,114.78,188.06,480874578,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-05-05,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.15,36.15,0.00,0.00,0.00,0.00,480874578,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-04-28,USD,Marketplace,7229.54,0.00,-959.06,0.00,-10.89,-476.00,-63.72,0.00,63.72,0.00,-486.89,0.00,0.00,0.00,-176.59,87.40,5694.40,6692.31,-468.51,63.72,476.00,479188768,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-04-28,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.42,36.42,0.00,0.00,0.00,0.00,479188768,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-04-21,USD,Marketplace,7284.97,0.00,-984.73,0.00,-33.66,-373.05,-55.89,0.00,55.89,0.00,-406.71,0.00,0.00,0.00,-235.13,106.76,5765.16,6858.56,-480.07,59.34,467.21,477505730,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-04-21,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.02,46.02,0.00,0.00,0.00,0.00,477505730,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-04-14,USD,Marketplace,9203.19,0.00,-1224.36,0.00,-41.58,-554.20,-146.26,0.00,146.26,0.00,-595.78,0.00,0.00,0.00,-352.44,250.79,7281.40,8538.30,-597.69,152.26,572.68,475812069,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-04-14,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.77,45.77,0.00,0.00,0.00,0.00,475812069,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-04-07,USD,Marketplace,9154.38,0.00,-1199.38,0.00,-39.60,-769.83,-78.90,0.00,78.90,0.00,-809.43,0.00,0.00,0.00,-377.38,26.02,6794.21,8315.62,-582.09,78.90,769.83,474092252,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-04-07,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.51,36.51,0.00,0.00,0.00,0.00,474092252,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-03-31,USD,Marketplace,7301.34,0.00,-976.90,0.00,-24.75,-349.29,-105.72,0.00,105.72,0.00,-374.04,0.00,0.00,0.00,-251.87,120.46,5818.99,6877.74,-481.29,105.72,349.29,472372855,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-03-31,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.28,57.28,0.00,0.00,0.00,0.00,472372855,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-03-24,USD,Marketplace,9358.25,0.00,-1268.13,0.00,-48.51,-355.01,-152.05,-19.58,152.05,19.58,-403.52,0.00,0.00,0.00,-303.02,190.46,7574.04,8878.24,-621.55,171.63,371.93,470655971,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-03-24,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.37,38.37,0.00,0.00,0.00,0.00,470655971,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-03-17,USD,Marketplace,7674.75,0.00,-1046.87,0.00,-31.68,-245.43,-78.45,0.00,78.45,0.00,-321.01,0.00,0.00,0.00,-250.15,158.96,6215.68,7305.31,-511.33,98.54,285.37,468948354,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-03-17,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.12,48.12,0.00,0.00,0.00,0.00,468948354,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-03-10,USD,Marketplace,9624.29,0.00,-1228.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1057.29,0.00,0.00,0.00,-509.02,128.91,6958.73,8533.95,-596.97,86.81,1041.55,467259539,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-03-10,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.77,50.77,0.00,0.00,0.00,0.00,467259539,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-03-03,USD,Marketplace,10153.13,0.00,-1302.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-970.32,0.00,0.00,0.00,-477.02,120.01,7523.63,9197.78,-642.65,52.50,947.55,465540294,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-03-03,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.34,48.34,0.00,0.00,0.00,0.00,465540294,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-02-24,USD,Marketplace,9667.44,0.00,-1220.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1100.41,0.00,0.00,0.00,-283.70,136.39,7199.71,8558.51,-599.17,48.72,1074.67,463831857,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-02-24,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.34,40.34,0.00,0.00,0.00,0.00,463831857,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-02-17,USD,Marketplace,8067.06,0.00,-1009.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-981.97,0.00,0.00,0.00,-330.24,78.19,5823.83,7075.73,-495.41,34.68,967.12,462147984,PAID
5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,2025-02-17,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.22,42.22,0.00,0.00,0.00,0.00,462147984,PAID
