Start Date,End Date,Item Name,Menu Category,Gross Item Sales,Item Volume,% of Total Item Volume,Total Item Missing or Incorrect Errors,% of Total Missing/Incorrect Errors,Item Missing/Incorrect %,Total Item Error Charges,Currency
2025-01-01,2026-06-03,Hot Honey Snack Wrap® and Ranch Snack Wrap® Meal,Chicken,11.69,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Krispy Kreme® Original Glazed® Doughnut,Sweets and Treats,11.56,4,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,French Vanilla Latte,Most Popular,11.46,3,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Hunter Sauce,Condiments,11.31,29,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,English McMuffin®,Individual Items,11.23,7,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Nether Flame Sauce,Condiments,11.2,32,0.01,1,0.01,3.13,0.31,USD
2025-01-01,2026-06-03,Buffalo Ranch Snack Wrap® & Ranch Snack Wrap® Meal,Chicken,10.99,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Vanilla Latte,McCafé® Coffees,10.66,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Cold Brew Frappe,McCafé® Coffees,10.58,2,0.0,1,0.01,50.0,4.5,USD
2025-01-01,2026-06-03,Iced Caramel Mocha,McCafé® Coffees,10.53,3,0.0,1,0.01,33.33,2.37,USD
2025-01-01,2026-06-03,Blackberry Passion Fruit Refresher,Drinks,10.38,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Blackberry Passion Fruit Refresher,McCafé®,9.98,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Krispy Kreme® Chocolate Iced Kreme Filled Doughnut,Sweets and Treats,9.57,3,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Bacon Buffalo Ranch McCrispy™,Most Popular,9.48,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Caramel Macchiato,McCafé®,9.47,2,0.0,1,0.01,50.0,4.31,USD
2025-01-01,2026-06-03,Demon Sauce,Condiments,9.36,24,0.01,3,0.04,12.5,1.98,USD
2025-01-01,2026-06-03,Bacon Hot Honey McCrispy™,Most Popular,9.19,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Blackberry Passion Fruit Refresher,McCafé® Coffees,9.18,2,0.0,1,0.01,50.0,3.94,USD
2025-01-01,2026-06-03,Orange Dream,McCafé® Coffees,8.88,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Unsweetened Iced Tea,McCafé® Beverages,8.87,3,0.0,1,0.01,33.33,2.54,USD
2025-01-01,2026-06-03,Dirty Dr Pepper®,McCafé®,8.58,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Dirty Dr Pepper®,Drinks,8.48,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Spicy Saja McMuffin® with Egg,Sandwiches,8.38,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,The Grinch™ Socks,Limited Time: The Grinch™ Meal,8.25,3,0.0,1,0.01,33.33,6.92,USD
2025-01-01,2026-06-03,Hot Honey McCrispy™,Chicken,7.89,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Spicy Sausage McMuffin® Meal,Combo Meals,7.79,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Orange Dream,McCafé® Beverages,7.58,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Spicy McCrispy™,Meals,7.39,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Iced Sugar Free Vanilla Coffee,McCafé®,7.18,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Caramel Cappuccino,McCafé®,7.07,1,0.0,1,0.01,100.0,6.18,USD
2025-01-01,2026-06-03,Unsweetened Tea Lemonade,Drinks,6.58,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,3 Piece McCrispy™ Strips,Meals,6.19,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Unsweetened Tea Lemonade,McCafé® Beverages,5.78,2,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Cappuccino,McCafé® Coffees,4.39,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Iced Vanilla Latte,McCafé® Coffees,4.39,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Americano,McCafé®,4.39,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Caramel Latte,McCafé®,4.39,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Mocha,McCafé®,3.89,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Latte,McCafé®,3.89,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Orange Dream,McCafé®,3.79,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Sugar Free Vanilla Latte,McCafé® Coffees,3.59,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Vanilla Cappuccino,McCafé®,3.19,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Sugar Free Vanilla Cappuccino,McCafé® Coffees,3.19,1,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Splenda Packet,Condiments,0.0,38,0.01,1,0.01,2.63,0.0,USD
2025-01-01,2026-06-03,Sugar Packet,Condiments,0.0,530,0.19,1,0.01,0.19,0.0,USD
2025-01-01,2026-06-03,Creamer Packet,Condiments,0.0,786,0.28,3,0.04,0.38,0.0,USD
2025-01-01,2026-06-03,Pepper Packet,Condiments,0.0,315,0.11,3,0.04,0.95,0.0,USD
2025-01-01,2026-06-03,Butter,Condiments,0.0,388,0.14,3,0.04,0.77,0.0,USD
2025-01-01,2026-06-03,Grape Jam,Condiments,0.0,2041,0.72,3,0.04,0.15,0.0,USD
2025-01-01,2026-06-03,Mustard Packet,Condiments,0.0,118,0.04,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Mayonnaise Packet,Condiments,0.0,1077,0.38,6,0.08,0.56,0.0,USD
2025-01-01,2026-06-03,Equal Packet,Condiments,0.0,264,0.09,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Ketchup Packet,Condiments,0.0,6473,2.29,15,0.19,0.22,0.0,USD
2025-01-01,2026-06-03,Strawberry Preserve,Condiments,0.0,1983,0.7,5,0.06,0.25,0.0,USD
2025-01-01,2026-06-03,Salt Packet,Condiments,0.0,683,0.24,5,0.06,0.73,0.0,USD
2025-01-01,2026-06-03,Hot Picante Salsa,Condiments,0.0,401,0.14,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Mild Picante Salsa,Condiments,0.0,200,0.07,3,0.04,1.0,0.0,USD
2025-01-01,2026-06-03,Lite Mayo Packet,Condiments,0.0,103,0.04,2,0.03,1.94,0.0,USD
