Granularity,Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,Total Missing or Incorrect Orders,Missing/Incorrect %,Total Error Charges,Total Cancelled Orders,Total Cancellation Rate %,Total Avoidable Cancellations,Avoidable Cancellation Rate %,Point of Sale Error Rate %,Average Avoidable Dasher Wait,Average Dasher Wait,Average Delivery Time (ASAP),Uptime %,Downtime %,Total Downtime in Minutes,Average Rating,Total Number of Ratings Received in Period of Time,Total 1 Star Ratings,Total 5 Star Ratings,Number of Dislikes,Number of Loved,Percentage of Loved,Currency,Average ASAP Minutes
Day of 2025-04-11,2025-04-11,2025-04-11,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,32,29,1,3.13,3.99,3,9.38,3,9.38,0.00,3.29,4.36,18.77,99.17,0.83,12,NULL,1,NULL,1,0,0,0.00,USD,18.77
Day of 2025-04-10,2025-04-10,2025-04-10,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,69,69,9,13.04,31.23,0,0.00,0,0.00,0.00,4.02,5.19,21.23,100.0,0.0,0,NULL,6,NULL,2,0,0,0.00,USD,21.23
Day of 2025-04-10,2025-04-10,2025-04-10,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,47,47,4,8.51,22.87,0,0.00,0,0.00,0.00,3.31,4.34,20.72,100.0,0.0,0,NULL,4,NULL,2,0,0,0.00,USD,20.72
Day of 2025-04-10,2025-04-10,2025-04-10,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,26,26,3,11.54,24.32,0,0.00,0,0.00,0.00,3.55,4.50,18.44,100.0,0.0,0,NULL,5,2,2,0,0,0.00,USD,18.44
Day of 2025-04-09,2025-04-09,2025-04-09,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,70,69,8,11.43,67.05,1,1.43,0,0.00,0.00,5.76,6.77,22.26,100.0,0.0,0,NULL,1,1,NULL,0,0,0.00,USD,22.26
Day of 2025-04-09,2025-04-09,2025-04-09,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,40,40,3,7.50,20.51,0,0.00,0,0.00,0.00,4.64,5.83,21.42,100.0,0.0,0,NULL,4,2,2,0,0,0.00,USD,21.42
Day of 2025-04-09,2025-04-09,2025-04-09,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,29,29,1,3.45,3.78,0,0.00,0,0.00,0.00,4.39,5.15,17.36,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,17.36
Day of 2025-04-08,2025-04-08,2025-04-08,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,66,65,2,3.03,31.50,1,1.52,0,0.00,0.00,4.53,5.45,19.71,100.0,0.0,0,NULL,2,1,1,0,0,0.00,USD,19.71
Day of 2025-04-08,2025-04-08,2025-04-08,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,42,42,7,16.67,36.54,0,0.00,0,0.00,0.00,3.17,4.67,20.28,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,20.28
Day of 2025-04-08,2025-04-08,2025-04-08,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,26,25,2,7.69,6.54,1,3.85,1,3.85,0.00,4.42,5.36,16.98,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,16.98
Day of 2025-04-07,2025-04-07,2025-04-07,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,65,63,7,10.77,51.16,2,3.08,1,1.54,0.00,4.26,4.97,19.31,100.0,0.0,0,NULL,1,1,NULL,0,0,0.00,USD,19.31
Day of 2025-04-07,2025-04-07,2025-04-07,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,52,52,4,7.69,31.03,0,0.00,0,0.00,0.00,2.96,4.55,20.08,100.0,0.0,0,NULL,3,NULL,1,0,0,0.00,USD,20.08
Day of 2025-04-07,2025-04-07,2025-04-07,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,31,31,0,0.00,0.00,0,0.00,0,0.00,0.00,3.27,4.09,17.11,100.0,0.0,0,NULL,3,NULL,2,0,0,0.00,USD,17.11
Day of 2025-04-06,2025-04-06,2025-04-06,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,100,95,11,11.00,69.21,5,5.00,1,1.00,0.00,6.75,7.67,26.38,100.0,0.0,0,NULL,9,4,2,0,0,0.00,USD,26.38
Day of 2025-04-06,2025-04-06,2025-04-06,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,61,61,1,1.64,6.26,0,0.00,0,0.00,0.00,3.12,4.21,20.51,100.0,0.0,0,NULL,5,NULL,3,0,0,0.00,USD,20.51
Day of 2025-04-06,2025-04-06,2025-04-06,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,54,48,2,3.70,7.64,6,11.11,5,9.26,0.00,4.01,5.17,20.37,97.9,2.1,29,NULL,3,NULL,2,0,0,0.00,USD,20.37
Day of 2025-04-05,2025-04-05,2025-04-05,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,75,74,7,9.33,40.76,1,1.33,0,0.00,0.00,5.35,6.30,24.30,100.0,0.0,0,NULL,8,3,3,0,0,0.00,USD,24.30
Day of 2025-04-05,2025-04-05,2025-04-05,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,66,66,4,6.06,13.99,0,0.00,0,0.00,0.00,3.99,5.04,21.44,100.0,0.0,0,NULL,10,2,4,0,0,0.00,USD,21.44
Day of 2025-04-05,2025-04-05,2025-04-05,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,31,31,3,9.68,30.44,0,0.00,0,0.00,0.00,4.57,6.05,23.13,99.08,0.92,11,NULL,4,1,2,0,0,0.00,USD,23.13
Day of 2025-04-04,2025-04-04,2025-04-04,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,85,80,5,5.88,38.59,5,5.88,5,5.88,0.00,5.21,6.50,25.41,99.93,0.07,1,NULL,9,1,6,0,0,0.00,USD,25.41
Day of 2025-04-04,2025-04-04,2025-04-04,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,72,68,4,5.56,15.26,4,5.56,2,2.78,0.00,4.11,5.13,21.93,100.0,0.0,0,NULL,6,1,5,0,0,0.00,USD,21.93
Day of 2025-04-04,2025-04-04,2025-04-04,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,37,34,2,5.41,15.83,3,8.11,2,5.41,0.00,4.00,5.18,23.24,100.0,0.0,0,NULL,3,NULL,1,0,0,0.00,USD,23.24
Day of 2025-04-03,2025-04-03,2025-04-03,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,50,49,11,22.00,53.41,1,2.00,0,0.00,0.00,5.39,6.49,24.14,97.37,2.63,30,NULL,5,NULL,1,0,0,0.00,USD,24.14
Day of 2025-04-03,2025-04-03,2025-04-03,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,57,57,7,12.28,61.40,0,0.00,0,0.00,0.00,3.48,4.45,20.42,100.0,0.0,0,NULL,5,2,2,0,0,0.00,USD,20.42
Day of 2025-04-03,2025-04-03,2025-04-03,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,27,24,1,3.70,11.54,3,11.11,1,3.70,0.00,5.39,7.00,20.86,97.37,2.63,30,NULL,2,NULL,2,0,0,0.00,USD,20.86
Day of 2025-04-02,2025-04-02,2025-04-02,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,57,56,6,10.53,22.86,1,1.75,1,1.75,0.00,4.12,4.73,26.52,100.0,0.0,0,NULL,5,1,2,0,0,0.00,USD,26.52
Day of 2025-04-02,2025-04-02,2025-04-02,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,44,43,1,2.27,3.69,1,2.27,1,2.27,0.00,4.61,5.89,26.17,98.16,1.84,21,NULL,4,NULL,1,0,0,0.00,USD,26.17
Day of 2025-04-02,2025-04-02,2025-04-02,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,30,28,2,6.67,6.64,2,6.67,0,0.00,0.00,6.53,8.13,25.14,100.0,0.0,0,NULL,4,NULL,4,0,0,0.00,USD,25.14
Day of 2025-04-01,2025-04-01,2025-04-01,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,74,71,11,14.86,99.01,3,4.05,3,4.05,0.00,5.23,6.11,24.25,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,24.25
Day of 2025-04-01,2025-04-01,2025-04-01,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,44,43,3,6.82,20.74,1,2.27,0,0.00,0.00,4.62,5.93,22.82,100.0,0.0,0,NULL,6,NULL,4,0,0,0.00,USD,22.82
Day of 2025-04-01,2025-04-01,2025-04-01,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,20,19,3,15.00,22.61,1,5.00,1,5.00,0.00,6.38,8.98,25.36,100.0,0.0,0,NULL,1,1,NULL,0,0,0.00,USD,25.36
Day of 2025-03-31,2025-03-31,2025-03-31,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,51,48,4,7.84,15.42,3,5.88,3,5.88,0.00,5.11,6.68,24.58,97.01,2.99,34,NULL,3,1,1,0,0,0.00,USD,24.58
Day of 2025-03-31,2025-03-31,2025-03-31,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,39,39,3,7.69,18.34,0,0.00,0,0.00,0.00,4.46,5.80,21.67,100.0,0.0,0,NULL,2,NULL,NULL,0,0,0.00,USD,21.67
Day of 2025-03-31,2025-03-31,2025-03-31,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,43,43,4,9.30,42.90,0,0.00,0,0.00,0.00,6.20,8.17,23.50,97.72,2.28,26,NULL,4,NULL,3,0,0,0.00,USD,23.50
Day of 2025-03-30,2025-03-30,2025-03-30,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,112,101,16,14.29,100.19,11,9.82,9,8.04,0.00,7.32,8.01,30.31,94.07,5.93,64,NULL,6,1,4,0,0,0.00,USD,30.31
Day of 2025-03-30,2025-03-30,2025-03-30,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,57,53,6,10.53,32.46,4,7.02,2,3.51,0.00,5.03,6.63,26.45,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,26.45
Day of 2025-03-30,2025-03-30,2025-03-30,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,52,41,4,7.69,45.49,11,21.15,7,13.46,0.00,5.21,6.86,25.59,94.3,5.7,82,NULL,4,2,2,0,0,0.00,USD,25.59
Day of 2025-03-29,2025-03-29,2025-03-29,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,54,49,7,12.96,56.39,5,9.26,4,7.41,0.00,4.49,5.27,22.13,93.24,6.76,81,NULL,5,1,3,0,0,0.00,USD,22.13
Day of 2025-03-29,2025-03-29,2025-03-29,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,60,60,2,3.33,3.22,0,0.00,0,0.00,0.00,3.84,4.86,20.84,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,20.84
Day of 2025-03-29,2025-03-29,2025-03-29,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,74,60,3,4.05,17.24,14,18.92,14,18.92,1.35,5.99,7.98,30.03,95.9,4.1,59,NULL,2,1,1,0,0,0.00,USD,30.03
Day of 2025-03-28,2025-03-28,2025-03-28,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,62,57,5,8.06,29.33,5,8.06,3,4.84,0.00,4.88,5.75,22.65,93.95,6.05,87,NULL,3,NULL,2,0,0,0.00,USD,22.65
Day of 2025-03-28,2025-03-28,2025-03-28,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,67,67,8,11.94,54.94,0,0.00,0,0.00,0.00,3.40,4.54,20.47,100.0,0.0,0,NULL,8,NULL,6,0,0,0.00,USD,20.47
Day of 2025-03-28,2025-03-28,2025-03-28,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,36,32,1,2.78,0.00,4,11.11,3,8.33,2.78,3.17,4.35,19.19,100.0,0.0,0,NULL,3,1,1,0,0,0.00,USD,19.19
Day of 2025-03-27,2025-03-27,2025-03-27,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,45,45,4,8.89,20.05,0,0.00,0,0.00,0.00,3.81,4.64,22.05,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,22.05
Day of 2025-03-27,2025-03-27,2025-03-27,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,38,38,1,2.63,2.38,0,0.00,0,0.00,0.00,4.14,4.75,24.00,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,24.00
Day of 2025-03-27,2025-03-27,2025-03-27,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,28,28,5,17.86,32.46,0,0.00,0,0.00,0.00,5.10,6.43,22.12,100.0,0.0,0,NULL,2,1,1,0,0,0.00,USD,22.12
Day of 2025-03-26,2025-03-26,2025-03-26,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,57,56,5,8.77,29.54,1,1.75,0,0.00,0.00,5.87,6.71,23.87,100.0,0.0,0,NULL,10,NULL,9,0,0,0.00,USD,23.87
Day of 2025-03-26,2025-03-26,2025-03-26,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,40,37,5,12.50,38.41,3,7.50,2,5.00,0.00,4.76,5.86,20.80,100.0,0.0,0,NULL,5,2,3,0,0,0.00,USD,20.80
Day of 2025-03-26,2025-03-26,2025-03-26,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,26,26,0,0.00,0.00,0,0.00,0,0.00,0.00,3.92,5.58,21.69,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,21.69
Day of 2025-03-25,2025-03-25,2025-03-25,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,41,41,4,9.76,9.64,0,0.00,0,0.00,0.00,4.03,4.94,19.48,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,19.48
Day of 2025-03-25,2025-03-25,2025-03-25,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,26,26,0,0.00,0.00,0,0.00,0,0.00,0.00,4.19,5.63,19.71,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,19.71
Day of 2025-03-25,2025-03-25,2025-03-25,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,25,24,3,12.00,14.46,1,4.00,1,4.00,0.00,4.47,6.41,18.86,100.0,0.0,0,NULL,4,1,3,0,0,0.00,USD,18.86
Day of 2025-03-24,2025-03-24,2025-03-24,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,44,43,4,9.09,12.74,1,2.27,0,0.00,0.00,4.35,5.00,19.21,98.24,1.76,20,NULL,0,NULL,NULL,0,0,0.00,USD,19.21
Day of 2025-03-24,2025-03-24,2025-03-24,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,34,33,4,11.76,8.01,1,2.94,0,0.00,0.00,2.37,3.52,19.83,100.0,0.0,0,NULL,3,2,1,0,0,0.00,USD,19.83
Day of 2025-03-24,2025-03-24,2025-03-24,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,13,13,0,0.00,0.00,0,0.00,0,0.00,0.00,6.83,7.47,21.21,97.37,2.63,30,NULL,2,NULL,1,0,0,0.00,USD,21.21
Day of 2025-03-23,2025-03-23,2025-03-23,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,79,75,8,10.13,33.30,4,5.06,4,5.06,0.00,2.97,3.81,22.58,98.96,1.04,10,NULL,8,2,6,0,0,0.00,USD,22.58
Day of 2025-03-23,2025-03-23,2025-03-23,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,53,52,1,1.89,3.22,1,1.89,1,1.89,1.89,2.69,3.63,21.23,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,21.23
Day of 2025-03-23,2025-03-23,2025-03-23,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,52,47,4,7.69,43.16,5,9.62,2,3.85,0.00,3.90,5.41,22.40,100.0,0.0,0,NULL,2,1,1,0,0,0.00,USD,22.40
Day of 2025-03-22,2025-03-22,2025-03-22,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,106,98,7,6.60,43.03,8,7.55,7,6.60,1.89,7.78,9.10,27.68,94.09,5.91,85,NULL,9,2,5,0,0,0.00,USD,27.68
Day of 2025-03-22,2025-03-22,2025-03-22,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,55,54,1,1.82,5.40,1,1.82,0,0.00,0.00,2.45,3.63,18.25,100.0,0.0,0,NULL,6,NULL,3,0,0,0.00,USD,18.25
Day of 2025-03-22,2025-03-22,2025-03-22,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,48,47,3,6.25,25.64,1,2.08,1,2.08,2.08,5.47,6.94,21.54,97.92,2.08,30,NULL,5,2,NULL,0,0,0.00,USD,21.54
Day of 2025-03-21,2025-03-21,2025-03-21,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,90,88,9,10.00,73.79,2,2.22,1,1.11,0.00,5.29,6.11,22.23,99.1,0.9,13,NULL,2,NULL,1,0,0,0.00,USD,22.23
Day of 2025-03-21,2025-03-21,2025-03-21,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,62,62,5,8.06,30.64,0,0.00,0,0.00,0.00,3.42,4.49,20.41,100.0,0.0,0,NULL,4,1,3,0,0,0.00,USD,20.41
Day of 2025-03-21,2025-03-21,2025-03-21,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,36,35,3,8.33,30.81,1,2.78,1,2.78,0.00,4.05,5.29,21.02,99.1,0.9,13,NULL,7,1,5,0,0,0.00,USD,21.02
Day of 2025-03-20,2025-03-20,2025-03-20,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,73,72,8,10.96,25.56,1,1.37,0,0.00,0.00,4.94,6.02,22.39,100.0,0.0,0,NULL,8,NULL,7,0,0,0.00,USD,22.39
Day of 2025-03-20,2025-03-20,2025-03-20,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,53,53,7,13.21,49.04,0,0.00,0,0.00,0.00,3.74,4.82,21.61,100.0,0.0,0,NULL,3,2,1,0,0,0.00,USD,21.61
Day of 2025-03-20,2025-03-20,2025-03-20,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,34,33,1,2.94,21.46,1,2.94,0,0.00,0.00,4.08,5.47,20.96,100.0,0.0,0,NULL,3,NULL,3,0,0,0.00,USD,20.96
Day of 2025-03-19,2025-03-19,2025-03-19,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,60,60,3,5.00,19.38,0,0.00,0,0.00,0.00,6.32,7.02,25.60,97.37,2.63,30,NULL,8,1,6,0,0,0.00,USD,25.60
Day of 2025-03-19,2025-03-19,2025-03-19,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,27,27,0,0.00,0.00,0,0.00,0,0.00,0.00,4.29,5.74,23.24,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,23.24
Day of 2025-03-19,2025-03-19,2025-03-19,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,39,37,2,5.13,33.74,2,5.13,2,5.13,0.00,4.69,5.79,20.13,100.0,0.0,0,NULL,5,NULL,5,0,0,0.00,USD,20.13
Day of 2025-03-18,2025-03-18,2025-03-18,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,65,64,11,16.92,40.58,1,1.54,0,0.00,0.00,5.68,6.36,22.41,97.37,2.63,30,NULL,1,NULL,1,0,0,0.00,USD,22.41
Day of 2025-03-18,2025-03-18,2025-03-18,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,30,30,5,16.67,28.50,0,0.00,0,0.00,0.00,4.38,5.18,23.70,100.0,0.0,0,NULL,3,NULL,1,0,0,0.00,USD,23.70
Day of 2025-03-18,2025-03-18,2025-03-18,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,30,30,4,13.33,16.00,0,0.00,0,0.00,0.00,4.13,5.39,22.06,100.0,0.0,0,NULL,8,1,6,0,0,0.00,USD,22.06
Day of 2025-03-17,2025-03-17,2025-03-17,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,53,51,4,7.55,23.63,2,3.77,1,1.89,0.00,4.47,5.01,23.06,100.0,0.0,0,NULL,3,1,NULL,0,0,0.00,USD,23.06
Day of 2025-03-17,2025-03-17,2025-03-17,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,30,30,1,3.33,20.44,0,0.00,0,0.00,0.00,3.21,4.04,18.68,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,18.68
Day of 2025-03-17,2025-03-17,2025-03-17,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,39,39,3,7.69,25.84,0,0.00,0,0.00,0.00,4.37,5.11,21.34,100.0,0.0,0,NULL,3,1,2,0,0,0.00,USD,21.34
Day of 2025-03-16,2025-03-16,2025-03-16,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,93,88,15,16.13,93.98,5,5.38,4,4.30,0.00,5.03,7.19,29.76,97.92,2.08,30,NULL,4,1,2,0,0,0.00,USD,29.76
Day of 2025-03-16,2025-03-16,2025-03-16,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,53,52,5,9.43,42.25,1,1.89,0,0.00,0.00,3.37,4.44,21.50,100.0,0.0,0,NULL,3,NULL,2,0,0,0.00,USD,21.50
Day of 2025-03-16,2025-03-16,2025-03-16,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,55,50,0,0.00,0.00,5,9.09,2,3.64,0.00,5.74,7.98,24.55,98.75,1.25,18,NULL,2,NULL,2,0,0,0.00,USD,24.55
Day of 2025-03-15,2025-03-15,2025-03-15,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,95,92,9,9.47,43.48,3,3.16,3,3.16,1.05,4.07,4.99,25.39,100.0,0.0,0,NULL,8,1,6,0,0,0.00,USD,25.39
Day of 2025-03-15,2025-03-15,2025-03-15,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,57,57,7,12.28,68.64,0,0.00,0,0.00,0.00,5.04,6.40,24.48,100.0,0.0,0,NULL,2,2,NULL,0,0,0.00,USD,24.48
Day of 2025-03-15,2025-03-15,2025-03-15,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,64,61,6,9.38,19.31,3,4.69,0,0.00,0.00,7.27,8.38,24.67,99.51,0.49,7,NULL,7,3,3,0,0,0.00,USD,24.67
Day of 2025-03-14,2025-03-14,2025-03-14,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,40,38,4,10.00,29.15,2,5.00,1,2.50,0.00,4.54,5.66,27.52,100.0,0.0,0,NULL,3,1,1,0,0,0.00,USD,27.52
Day of 2025-03-14,2025-03-14,2025-03-14,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,61,60,4,6.56,15.83,1,1.64,0,0.00,4.92,3.43,4.78,22.91,100.0,0.0,0,NULL,6,1,3,0,0,0.00,USD,22.91
Day of 2025-03-14,2025-03-14,2025-03-14,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,60,59,7,11.67,28.25,1,1.67,1,1.67,0.00,4.79,6.23,24.33,100.0,0.0,0,NULL,4,1,3,0,0,0.00,USD,24.33
Day of 2025-03-13,2025-03-13,2025-03-13,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,48,48,3,6.25,8.86,0,0.00,0,0.00,0.00,3.37,3.97,20.68,100.0,0.0,0,NULL,4,NULL,2,0,0,0.00,USD,20.68
Day of 2025-03-13,2025-03-13,2025-03-13,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,45,44,3,6.67,17.47,1,2.22,0,0.00,0.00,2.70,4.39,21.54,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,21.54
Day of 2025-03-13,2025-03-13,2025-03-13,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,26,25,4,15.38,18.38,1,3.85,0,0.00,0.00,4.99,5.91,20.35,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,20.35
Day of 2025-03-12,2025-03-12,2025-03-12,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,52,52,2,3.85,13.16,0,0.00,0,0.00,0.00,5.08,5.95,22.12,100.0,0.0,0,NULL,5,2,2,0,0,0.00,USD,22.12
Day of 2025-03-12,2025-03-12,2025-03-12,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,48,47,1,2.08,6.90,1,2.08,0,0.00,0.00,3.64,5.07,20.21,100.0,0.0,0,NULL,3,2,1,0,0,0.00,USD,20.21
Day of 2025-03-12,2025-03-12,2025-03-12,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,29,29,0,0.00,0.00,0,0.00,0,0.00,0.00,3.97,4.99,19.27,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,19.27
Day of 2025-03-11,2025-03-11,2025-03-11,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,49,49,2,4.08,15.43,0,0.00,0,0.00,0.00,5.33,6.02,20.09,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,20.09
Day of 2025-03-11,2025-03-11,2025-03-11,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,27,27,4,14.81,31.63,0,0.00,0,0.00,0.00,2.91,3.60,19.46,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,19.46
Day of 2025-03-11,2025-03-11,2025-03-11,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,21,0,0.00,0.00,0,0.00,0,0.00,0.00,4.97,6.14,21.73,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,21.73
Day of 2025-03-10,2025-03-10,2025-03-10,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,46,46,3,6.52,8.80,0,0.00,0,0.00,0.00,3.04,3.75,19.25,100.0,0.0,0,NULL,3,1,2,0,0,0.00,USD,19.25
Day of 2025-03-10,2025-03-10,2025-03-10,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,30,28,7,23.33,41.57,2,6.67,1,3.33,0.00,5.35,6.39,20.65,100.0,0.0,0,NULL,4,1,2,0,0,0.00,USD,20.65
Day of 2025-03-10,2025-03-10,2025-03-10,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,24,24,3,12.50,21.37,0,0.00,0,0.00,0.00,4.91,6.91,19.82,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,19.82
Day of 2025-03-09,2025-03-09,2025-03-09,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,75,64,10,13.33,105.00,11,14.67,8,10.67,0.00,5.69,6.76,25.93,96.04,3.96,57,NULL,2,NULL,1,0,0,0.00,USD,25.93
Day of 2025-03-09,2025-03-09,2025-03-09,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,49,48,5,10.20,26.84,1,2.04,1,2.04,0.00,5.04,6.22,23.69,97.0,3.0,36,NULL,2,1,NULL,0,0,0.00,USD,23.69
Day of 2025-03-09,2025-03-09,2025-03-09,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,51,44,4,7.84,17.51,7,13.73,4,7.84,0.00,4.84,5.81,22.87,91.1,8.9,128,NULL,4,1,2,0,0,0.00,USD,22.87
Day of 2025-03-08,2025-03-08,2025-03-08,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,102,100,7,6.86,57.53,2,1.96,0,0.00,0.00,4.80,5.73,23.27,100.0,0.0,0,NULL,4,2,2,0,0,0.00,USD,23.27
Day of 2025-03-08,2025-03-08,2025-03-08,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,53,53,6,11.32,76.15,0,0.00,0,0.00,0.00,4.04,5.33,22.08,100.0,0.0,0,NULL,4,NULL,4,0,0,0.00,USD,22.08
Day of 2025-03-08,2025-03-08,2025-03-08,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,33,32,1,3.03,7.13,1,3.03,1,3.03,0.00,5.20,6.64,23.03,96.39,3.61,52,NULL,2,NULL,2,0,0,0.00,USD,23.03
